Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
19,1712311718314,05/04/2024 10:08:38,1712315318314,1,05/04/2024 12:08:38,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,13,Testing01,Testing,hvzr65,1,response,13_GRYFFINDOR_DAIN.png,2436.8999999821244,2433.7000000000116,2436.8999999821244,2436.8999999821244,2433.7000000000116,2436.8999999821244,1,2436.8999999821244,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,35,HDM_35,13_GRYFFINDOR,,ASK,.png,13_GRYFFINDOR_ASK.png,13_GRYFFINDOR_DAIN.png,DAIN,,,,,,DAIN,13_GRYFFINDOR_DAIN.png,HOAT,13_GRYFFINDOR_HOAT.png,HOAT,13_GRYFFINDOR_HOAT.png,,9,13
20,1712311720394,05/04/2024 10:08:40,1712315320394,1,05/04/2024 12:08:40,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,14,Testing01,Testing,hvzr65,1,response,11_WAND_HOAT.png,2082.9999999940337,2068.399999999994,2082.9999999940337,2082.9999999940337,2068.399999999994,2082.9999999940337,0,2082.9999999940337,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,34,HDM_34,11_WAND,,ASK,.png,11_WAND_ASK.png,11_WAND_MELK.png,MELK,,,,,,HOAT,11_WAND_HOAT.png,MELK,11_WAND_MELK.png,HOAT,11_WAND_HOAT.png,,9,14
21,1712311731028,05/04/2024 10:08:51,1712315331028,1,05/04/2024 12:08:51,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,15,Testing01,Testing,hvzr65,1,response,03_NAGINI_DAIN.png,10648.59999999404,10643.300000000003,10648.59999999404,10648.59999999404,10643.300000000003,10648.59999999404,0,10648.59999999404,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,31,HDM_31,03_NAGINI,,ASK,.png,03_NAGINI_ASK.png,03_NAGINI_HOAT.png,HOAT,,,,,,DAIN,03_NAGINI_DAIN.png,HOAT,03_NAGINI_HOAT.png,DAIN,03_NAGINI_DAIN.png,,9,15
22,1712311733963,05/04/2024 10:08:53,1712315333963,1,05/04/2024 12:08:53,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,16,Testing01,Testing,hvzr65,1,response,06_OPENSECRET_HOAT.png,2939.9999999821157,2934.899999999994,2939.9999999821157,2939.9999999821157,2934.899999999994,2939.9999999821157,1,2939.9999999821157,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,32,HDM_32,06_OPENSECRET,,ASK,.png,06_OPENSECRET_ASK.png,06_OPENSECRET_HOAT.png,HOAT,,,,,,HOAT,06_OPENSECRET_HOAT.png,MELK,06_OPENSECRET_MELK.png,MELK,06_OPENSECRET_MELK.png,,10,16
23,1712311736620,05/04/2024 10:08:56,1712315336620,1,05/04/2024 12:08:56,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,17,Testing01,Testing,hvzr65,1,response,07_RIDDLE_MELK.png,2662.3999999940424,2650.199999999997,2662.3999999940424,2662.3999999940424,2650.199999999997,2662.3999999940424,0,2662.3999999940424,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,33,HDM_33,07_RIDDLE,,ASK,.png,07_RIDDLE_ASK.png,07_RIDDLE_DAIN.png,DAIN,,,,,,MELK,07_RIDDLE_MELK.png,DAIN,07_RIDDLE_DAIN.png,MELK,07_RIDDLE_MELK.png,,10,17
24,1712311739318,05/04/2024 10:08:59,1712315339318,1,05/04/2024 12:08:59,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,18,Testing01,Testing,hvzr65,1,response,17_PETRIFIED_MELK.png,2709.3999999821244,2701.300000000003,2709.3999999821244,2709.3999999821244,2701.300000000003,2709.3999999821244,1,2709.3999999821244,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,36,HDM_36,17_PETRIFIED,,ASK,.png,17_PETRIFIED_ASK.png,17_PETRIFIED_MELK.png,MELK,,,,,,MELK,17_PETRIFIED_MELK.png,DAIN,17_PETRIFIED_DAIN.png,DAIN,17_PETRIFIED_DAIN.png,,11,18
25,1712311742599,05/04/2024 10:09:02,1712315342599,1,05/04/2024 12:09:02,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,Score,Screen 1,4n5b6s,1,continue,,3290.0999999821215,3286,3290.0999999821215,3290.0999999821215,3286,3290.0999999821215,1,3290.0999999821215,0,0,,Click To Continue,Continue Button,2,object-111,Score,,,,,,,,,,,,,,,,,,,,,,,,,,11,18
26,1712311742602,05/04/2024 10:09:02,1712315342602,1,05/04/2024 12:09:02,139619,19,task-qaml,,36766503,BLIND,10840372,,complete,,660fcbb62a5f47c81ccbe760,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1280x800,1280x713,,,0,Dain-Melk-Hoat B Testing,4,fail,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1712311661480,05/04/2024 10:07:41,1712315261480,1,05/04/2024 12:07:41,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712311666376,05/04/2024 10:07:46,1712315266376,1,05/04/2024 12:07:46,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 3,h2412x,1,continue,,4919.600000011921,4916.400000000001,4919.600000011921,4919.600000011921,4916.400000000001,4919.600000011921,0,4919.600000011921,0,0,,Click To Continue,Continue Button,2,object-98,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1712311666377,05/04/2024 10:07:46,1712315266377,1,05/04/2024 12:07:46,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 3,h2412x,1,response,Hungarian Horntail,4100,4916.400000000001,4920.900000008941,4100,4916.400000000001,4920.900000008941,1,4100,820.9000000089409,0,,Dropdown,Dropdown,3,object-100,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1712311671343,05/04/2024 10:07:51,1712315271343,1,05/04/2024 12:07:51,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,continue,,4966.4,4949.9,4966.4,4966.4,4949.9,4966.4,0,4966.4,0,0,,Click To Continue,Continue Button,2,object-104,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1712311671343,05/04/2024 10:07:51,1712315271343,1,05/04/2024 12:07:51,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,response,Serpent,4033.5,4949.9,4966.4,4033.5,4949.9,4966.4,1,4033.5,932.8999999999996,0,,Dropdown,Attention Check 2,3,object-105,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1712311679022,05/04/2024 10:07:59,1712315279022,1,05/04/2024 12:07:59,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,AttentionChecks,Instructions,g2b1f4,3,continue,,7700.5,7684.200000000001,7700.5,7700.5,7684.200000000001,7700.5,1,7700.5,0,0,,Click To Continue,Continue Button,2,object-79,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1712311688477,05/04/2024 10:08:08,1712315288477,1,05/04/2024 12:08:08,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,1,Testing01,Testing,hvzr65,1,response,01_LOCKET_DAIN.png,9464.8,9448.8,9464.8,9464.8,9448.8,9464.8,1,9464.8,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,19,HDM_19,01_LOCKET,,ASK,.png,01_LOCKET_ASK.png,01_LOCKET_DAIN.png,DAIN,,,,,,MELK,01_LOCKET_MELK.png,DAIN,01_LOCKET_DAIN.png,MELK,01_LOCKET_MELK.png,,1,1
8,1712311697362,05/04/2024 10:08:17,1712315297362,1,05/04/2024 12:08:17,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,2,Testing01,Testing,hvzr65,1,response,08_SLUGHORN_MELK.png,8905.70000000298,8900.199999999997,8905.70000000298,8905.70000000298,8900.199999999997,8905.70000000298,1,8905.70000000298,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,21,HDM_21,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,08_SLUGHORN_MELK.png,MELK,,,,,,HOAT,08_SLUGHORN_HOAT.png,MELK,08_SLUGHORN_MELK.png,HOAT,08_SLUGHORN_HOAT.png,,2,2
9,1712311707359,05/04/2024 10:08:27,1712315307359,1,05/04/2024 12:08:27,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,3,Testing01,Testing,hvzr65,1,response,14_TOPMARK_MELK.png,10000.200000000004,9983.300000000003,10000.200000000004,10000.200000000004,9983.300000000003,10000.200000000004,1,10000.200000000004,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,23,HDM_23,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,14_TOPMARK_MELK.png,MELK,,,,,,MELK,14_TOPMARK_MELK.png,DAIN,14_TOPMARK_DAIN.png,DAIN,14_TOPMARK_DAIN.png,,3,3
10,1712311711219,05/04/2024 10:08:31,1712315311219,1,05/04/2024 12:08:31,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,4,Testing01,Testing,hvzr65,1,response,04_HUFFLEPUFF_DAIN.png,3879.300000011921,3866.9000000000015,3879.300000011921,3879.300000011921,3866.9000000000015,3879.300000011921,1,3879.300000011921,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,20,HDM_20,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,04_HUFFLEPUFF_DAIN.png,DAIN,,,,,,DAIN,04_HUFFLEPUFF_DAIN.png,HOAT,04_HUFFLEPUFF_HOAT.png,HOAT,04_HUFFLEPUFF_HOAT.png,,4,4
11,1712311716876,05/04/2024 10:08:36,1712315316876,1,05/04/2024 12:08:36,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,5,Testing01,Testing,hvzr65,1,response,18_CEILING_HOAT.png,5665.9000000000015,5649.5999999999985,5665.9000000000015,5665.9000000000015,5649.5999999999985,5665.9000000000015,1,5665.9000000000015,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,24,HDM_24,18_CEILING,,ASK,.png,18_CEILING_ASK.png,18_CEILING_HOAT.png,HOAT,,,,,,HOAT,18_CEILING_HOAT.png,MELK,18_CEILING_MELK.png,MELK,18_CEILING_MELK.png,,5,5
12,1712311721327,05/04/2024 10:08:41,1712315321327,1,05/04/2024 12:08:41,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,6,Testing01,Testing,hvzr65,1,response,12_TOAD_HOAT.png,4472.100000008941,4467.300000000003,4472.100000008941,4472.100000008941,4467.300000000003,4472.100000008941,1,4472.100000008941,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,22,HDM_22,12_TOAD,,ASK,.png,12_TOAD_ASK.png,12_TOAD_HOAT.png,HOAT,,,,,,DAIN,12_TOAD_DAIN.png,HOAT,12_TOAD_HOAT.png,DAIN,12_TOAD_DAIN.png,,6,6
13,1712311728408,05/04/2024 10:08:48,1712315328408,1,05/04/2024 12:08:48,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,7,Testing01,Testing,hvzr65,1,response,10_TROLL_DAIN.png,7085.699999999997,7067.199999999997,7085.699999999997,7085.699999999997,7067.199999999997,7085.699999999997,1,7085.699999999997,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,28,HDM_28,10_TROLL,,ASK,.png,10_TROLL_ASK.png,10_TROLL_DAIN.png,DAIN,,,,,,MELK,10_TROLL_MELK.png,DAIN,10_TROLL_DAIN.png,MELK,10_TROLL_MELK.png,,7,7
14,1712311734471,05/04/2024 10:08:54,1712315334471,1,05/04/2024 12:08:54,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,8,Testing01,Testing,hvzr65,1,response,16_PARSELTONGUE_DAIN.png,6081.200000000012,6065.300000000003,6081.200000000012,6081.200000000012,6065.300000000003,6081.200000000012,1,6081.200000000012,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,30,HDM_30,16_PARSELTONGUE,,ASK,.png,16_PARSELTONGUE_ASK.png,16_PARSELTONGUE_DAIN.png,DAIN,,,,,,DAIN,16_PARSELTONGUE_DAIN.png,HOAT,16_PARSELTONGUE_HOAT.png,HOAT,16_PARSELTONGUE_HOAT.png,,8,8
15,1712311741479,05/04/2024 10:09:01,1712315341479,1,05/04/2024 12:09:01,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,9,Testing01,Testing,hvzr65,1,response,09_WEDDING_HOAT.png,7024.199999999997,7016.5,7024.199999999997,7024.199999999997,7016.5,7024.199999999997,1,7024.199999999997,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,27,HDM_27,09_WEDDING,,ASK,.png,09_WEDDING_ASK.png,09_WEDDING_HOAT.png,HOAT,,,,,,DAIN,09_WEDDING_DAIN.png,HOAT,09_WEDDING_HOAT.png,DAIN,09_WEDDING_DAIN.png,,9,9
16,1712311746553,05/04/2024 10:09:06,1712315346553,1,05/04/2024 12:09:06,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,10,Testing01,Testing,hvzr65,1,response,02_SNITCH_MELK.png,5066.399999999994,5050.199999999997,5066.399999999994,5066.399999999994,5050.199999999997,5066.399999999994,1,5066.399999999994,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,25,HDM_25,02_SNITCH,,ASK,.png,02_SNITCH_ASK.png,02_SNITCH_MELK.png,MELK,,,,,,HOAT,02_SNITCH_HOAT.png,MELK,02_SNITCH_MELK.png,HOAT,02_SNITCH_HOAT.png,,10,10
17,1712311751739,05/04/2024 10:09:11,1712315351739,1,05/04/2024 12:09:11,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,11,Testing01,Testing,hvzr65,1,response,05_QUIRRELL_DAIN.png,5211.4000000059605,5199.600000000006,5211.4000000059605,5211.4000000059605,5199.600000000006,5211.4000000059605,0,5211.4000000059605,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,26,HDM_26,05_QUIRRELL,,ASK,.png,05_QUIRRELL_ASK.png,05_QUIRRELL_MELK.png,MELK,,,,,,MELK,05_QUIRRELL_MELK.png,DAIN,05_QUIRRELL_DAIN.png,DAIN,05_QUIRRELL_DAIN.png,,10,11
18,1712311754379,05/04/2024 10:09:14,1712315354379,1,05/04/2024 12:09:14,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,12,Testing01,Testing,hvzr65,1,response,15_BATBOGEYHEX_HOAT.png,2656.899999999994,2649.899999999994,2656.899999999994,2656.899999999994,2649.899999999994,2656.899999999994,1,2656.899999999994,0,0,,Click Response,LeftOption,4,object-85,Testing01,2,_,,HDM,29,HDM_29,15_BATBOGEYHEX,,ASK,.png,15_BATBOGEYHEX_ASK.png,15_BATBOGEYHEX_HOAT.png,HOAT,,,,,,HOAT,15_BATBOGEYHEX_HOAT.png,MELK,15_BATBOGEYHEX_MELK.png,MELK,15_BATBOGEYHEX_MELK.png,,11,12
19,1712311761241,05/04/2024 10:09:21,1712315361241,1,05/04/2024 12:09:21,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,13,Testing01,Testing,hvzr65,1,response,11_WAND_MELK.png,6867.100000000006,6850,6867.100000000006,6867.100000000006,6850,6867.100000000006,1,6867.100000000006,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,34,HDM_34,11_WAND,,ASK,.png,11_WAND_ASK.png,11_WAND_MELK.png,MELK,,,,,,HOAT,11_WAND_HOAT.png,MELK,11_WAND_MELK.png,HOAT,11_WAND_HOAT.png,,12,13
20,1712311762917,05/04/2024 10:09:22,1712315362917,1,05/04/2024 12:09:22,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,14,Testing01,Testing,hvzr65,1,response,06_OPENSECRET_HOAT.png,1695.800000011921,1684.300000000003,1695.800000011921,1695.800000011921,1684.300000000003,1695.800000011921,1,1695.800000011921,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,32,HDM_32,06_OPENSECRET,,ASK,.png,06_OPENSECRET_ASK.png,06_OPENSECRET_HOAT.png,HOAT,,,,,,HOAT,06_OPENSECRET_HOAT.png,MELK,06_OPENSECRET_MELK.png,MELK,06_OPENSECRET_MELK.png,,13,14
21,1712311766605,05/04/2024 10:09:26,1712315366605,1,05/04/2024 12:09:26,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,15,Testing01,Testing,hvzr65,1,response,03_NAGINI_HOAT.png,3698.1000000059576,3682.399999999994,3698.1000000059576,3698.1000000059576,3682.399999999994,3698.1000000059576,1,3698.1000000059576,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,31,HDM_31,03_NAGINI,,ASK,.png,03_NAGINI_ASK.png,03_NAGINI_HOAT.png,HOAT,,,,,,DAIN,03_NAGINI_DAIN.png,HOAT,03_NAGINI_HOAT.png,DAIN,03_NAGINI_DAIN.png,,14,15
22,1712311773721,05/04/2024 10:09:33,1712315373721,1,05/04/2024 12:09:33,139619,19,task-qaml,,36766519,BLIND,10840325,,complete,,660fca7ef0e36819c01d88a4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Dain-Melk-Hoat B Testing,4,Pass,,1e-1i,,,,,Dain-Melk-Hoat Testing,Dain-Melk-Hoat Testing,16,Testing01,Testing,hvzr65,1,response,17_PETRIFIED_DAIN.png,7133.000000002983,7117.5,7133.000000002983,7133.000000002983,7117.5,7133.000000002983,0,7133.000000002983,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,36,HDM_36,17_PETRIFIED,,ASK,.png,17_PETRIFIED_ASK.png,17_PETRIFIED_MELK.png,MELK,,,,,,MELK,17_PETRIFIED_MELK.png,DAIN,17_PETRIFIED_DAIN.png,DAIN,17_PETRIFIED_DAIN.png,,14,16
